,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,123067.SZ@300382.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.004,0.002",True
2022-12-16 09:30:00,123067.SZ@300382.SZ,0.9317388237804772,-11.0,207.738,19.55,-1.0,10.57408536585366,0.0828922737804878,0.0,False,0.0048757369006956,-1.0146310975609651,-0.0828922737804878,"0.004,0.002",True
2022-12-16 10:52:00,123067.SZ@300382.SZ,0.3470720506097519,0.0,203.534,19.22,0.0,0.0,0.0813535841463414,0.2032339207317073,False,0.0014420093816023,0.0,0.3470720506097519,"0.004,0.002",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128081.SZ@002203.SZ,0,,,,0,0,0,0,,,0,0,"0.012,0.002",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113626.SH@603596.SH,0,,,,0,0,0,0,,,0,0,"0.02,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128017.SZ@002597.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.012,0",True
2022-12-16 13:04:00,128017.SZ@002597.SZ,2.102495976543929,1-1,183.6,34.77,1.0,-5.348356940509915,0.0739124741643059,0.1859623708215297,False,-0.0125127561429989,-2.3623708215297654,-0.2598748449858359,"0.012,0",True
2022-12-16 13:49:00,128017.SZ@002597.SZ,-3.066161261246426,00,180.011,34.61,0.0,0.0,0.0730235267422096,0.0,False,-0.0269900142006925,0.0,-3.066161261246426,"0.012,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,110061.SH@600674.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.006,0",True
2022-12-16 13:46:00,110061.SH@600674.SH,0.7641859642670897,-11.0,135.92,11.56,-1.0,11.686990459670426,0.054204321942758,0.0,False,0.006073352228999,-0.8183902862098478,-0.054204321942758,"0.006,0",True
2022-12-16 14:17:00,110061.SH@600674.SH,0.5978959106677972,0.0,135.779,11.62,0.0,0.0,0.054316365828274,0.1358028291413703,False,-0.0001768383267681,0.0,0.5978959106677972,"0.006,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128111.SZ@002738.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.011,0.001",True
2022-12-16 09:54:00,128111.SZ@002738.SZ,7.616048136170155,-11.0,699.004,74.01,-1.0,9.33806146572104,0.2780227858156028,0.0,False,0.0111027720421741,-7.894070921985758,-0.2780227858156028,"0.011,0.001",True
2022-12-16 11:29:00,128111.SZ@002738.SZ,6.063317348936234,0.0,680.505,72.81,0.0,0.0,0.2720818510638298,0.6799042553191489,False,0.0008449292276386,0.0,6.063317348936234,"0.011,0.001",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113534.SH@603876.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.019,0.002",True
2022-12-16 13:05:00,113534.SH@603876.SH,6.374616455232249,1-1,310.278,43.63,1.0,-7.267824576639165,0.1254746372557533,0.3170951862787667,False,-0.0203646425419313,-6.817186278766769,-0.4425698235345203,"0.019,0.002",True
2022-12-16 15:00:00,113534.SH@603876.SH,2.110298033000424,00,310.194,43.25,0.0,0.0,0.1249054825879287,0.0,False,-0.0123654630227505,0.0,2.110298033000424,"0.019,0.002",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,123057.SZ@300586.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.009,0.003",True
2022-12-16 10:37:00,123057.SZ@300586.SZ,3.00525480363457,1-1,216.97,19.19,1.0,-11.47905098435134,0.0874505976779404,0.2202829883897022,False,-0.0145689902801328,-3.3129883897022125,-0.3077335860676427,"0.009,0.003",True
