,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128081.SZ@002203.SZ,0,,,,0,0,0,0,,,0,0,"0.012,0.002",False
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113626.SH@603596.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.02,0",True
2022-11-18 14:18:00,113626.SH@603596.SH,4.402949064668004,1-1,220.5,79.43,1.0,-2.8354187314172448,0.0891434619672943,0.2252173098364717,False,-0.0206108567404555,-4.71730983647177,-0.3143607718037664,"0.02,0",True
2022-11-18 15:00:00,113626.SH@603596.SH,0.6860846173191419,00,221.76,79.49,0.0,0.0,0.0894294869920713,0.0,False,-0.0158489785269548,0.0,0.6860846173191419,"0.02,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128017.SZ@002597.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.012,0",True
2022-11-18 13:23:00,128017.SZ@002597.SZ,2.1676412638140774,-11.0,184.1,35.07,-1.0,5.185604987248513,0.073191833380561,0.0,False,0.0122449896021566,-2.2408330971946384,-0.073191833380561,"0.012,0",True
2022-11-18 15:00:00,128017.SZ@002597.SZ,-0.6688975989798704,0.0,183.146,34.82,0.0,0.0,0.0727417531311986,0.1805627656559932,False,0.0141160346667036,0.0,-0.6688975989798704,"0.012,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,110061.SH@600674.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.006,0",False
2022-11-18 13:37:00,110061.SH@600674.SH,0.6862227850931837,1-1,130.506,11.41,1.0,-11.514108251996452,0.0523763950310559,0.1313759751552795,False,-0.0067042874393477,-0.8699751552795192,-0.1837523701863355,"0.006,0",False
2022-11-18 15:00:00,110061.SH@600674.SH,0.2835158777284932,00,130.565,11.37,0.0,0.0,0.0522960821650399,0.0,False,-0.0027003700964802,0.0,0.2835158777284932,"0.006,0",False
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128111.SZ@002738.SZ,0,,,,0,0,0,0,,,0,0,"0.011,0.001",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113534.SH@603876.SH,0,,,,0,0,0,0,,,0,0,"0.019,0.002",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,123031.SZ@300655.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.019,0",True
2022-11-18 09:37:00,123031.SZ@300655.SZ,7.58465821595926,1-1,358.186,18.76,1.0,-19.52461799660441,0.1448935667232597,0.3662818336162988,False,-0.0234661843950692,-8.095833616298819,-0.5111754003395585,"0.019,0",True
2022-11-18 15:00:00,123031.SZ@300655.SZ,-0.2169703388794173,00,341.046,17.86,0.0,0.0,0.1379511354838709,0.0,False,-0.0222135577372601,0.0,-0.2169703388794173,"0.019,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113016.SH@601127.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.017,0.003",True
2022-11-18 09:38:00,113016.SH@601127.SH,5.889826376029791,-11.0,331.721,50.01,-1.0,6.512691251471166,0.1314841378972146,0.0,False,0.0181355488240874,-6.021310513927006,-0.1314841378972149,"0.017,0.003",True
2022-11-18 15:00:00,113016.SH@601127.SH,-2.1683446259317245,0.0,327.187,49.07,0.0,0.0,0.129352951941938,0.3195777597096901,False,0.0229182249412226,0.0,-2.1683446259317245,"0.017,0.003",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,123092.SZ@300332.SZ,0,,,,0,0,0,0,,,0,0,"0.025,0.001",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,123046.SZ@300587.SZ,0,,,,0,0,0,0,,,0,0,"0.015,0",True
