,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,123067.SZ@300382.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.004,0.002",True
2022-11-30 09:30:00,123067.SZ@300382.SZ,2.146511642313125,1-1,220.896,21.22,1.0,-10.525669957686883,0.0888501433004231,0.2233547165021156,False,-0.0109822472747382,-2.458716502115664,-0.3122048598025384,"0.004,0.002",True
2022-11-30 09:37:00,123067.SZ@300382.SZ,1.67153039689705,00,222.969,21.22,0.0,0.0,0.0892647433004231,0.0,False,-0.0017228639416282,0.0,1.67153039689705,"0.004,0.002",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128081.SZ@002203.SZ,0,,,,0,0,0,0,,,0,0,"0.012,0.002",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113626.SH@603596.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.02,0",True
2022-11-30 10:16:00,113626.SH@603596.SH,4.378217961629873,-11.0,220.148,77.0,-1.0,2.801072933963469,0.0871661231830374,0.0,False,0.0203623599373125,-4.465384084812911,-0.0871661231830378,"0.02,0",True
2022-11-30 13:22:00,113626.SH@603596.SH,4.334127851730755,0.0,231.928,82.9,0.0,0.0,0.0928273892451143,0.2322089462255715,False,-0.0012811279073563,0.0,4.334127851730755,"0.02,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128017.SZ@002597.SZ,0,,,,0,0,0,0,,,0,0,"0.012,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,110061.SH@600674.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.006,0",True
2022-11-30 14:59:00,110061.SH@600674.SH,0.801541764154083,1-1,135.122,11.95,1.0,-11.390284757118929,0.0542471805695142,0.1361139028475712,False,-0.0072934032909643,-0.9919028475711684,-0.1903610834170854,"0.006,0",True
2022-11-30 15:00:00,110061.SH@600674.SH,0.132213192294764,00,135.271,11.93,0.0,0.0,0.0542314194304857,0.0,False,-0.0045227731796236,0.0,0.132213192294764,"0.006,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128111.SZ@002738.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.011,0.001",True
2022-11-30 10:10:00,128111.SZ@002738.SZ,7.687424354682992,-11.0,706.7,74.17,-1.0,9.420675331636073,0.2810862978694895,0.0,False,0.0113339600926691,-7.968510652552482,-0.2810862978694892,"0.011,0.001",True
2022-11-30 13:00:00,128111.SZ@002738.SZ,7.989280517432572,0.0,731.789,77.82,0.0,0.0,0.2929811908615838,0.7331169543079191,False,-0.0018888073050418,0.0,7.989280517432572,"0.011,0.001",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113534.SH@603876.SH,0,,,,0,0,0,0,,,0,0,"0.019,0.002",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,123057.SZ@300586.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.009,0.003",True
2022-11-30 09:30:00,123057.SZ@300586.SZ,2.3255507220187988,-11.0,227.69,20.43,-1.0,11.02662048490846,0.0905927713013359,0.0,False,0.0108421143259986,-2.416143493320135,-0.0905927713013361,"0.009,0.003",True
2022-11-30 09:32:00,123057.SZ@300586.SZ,1.7298897586343314,0.0,230.399,20.87,0.0,0.0,0.0921049139040079,0.2301255695200396,False,0.0012269819785701,0.0,1.7298897586343314,"0.009,0.003",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,123031.SZ@300655.SZ,0,,,,0,0,0,0,,,0,0,"0.019,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113016.SH@601127.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.017,0.003",True
