,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128081.SZ@002203.SZ,0,,,,0,0,0,0,,,0,0,"0.012,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113642.SH@603185.SH,0,,,,0,0,0,0,,,0,0,"0.023,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128017.SZ@002597.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.012,0"
2022-09-23 14:51:00,128017.SZ@002597.SZ,2.8148496753768564,-11.0,225.999,38.93,-1.0,5.730653266331659,0.0898186663316583,0.0,False,0.0127353049005108,-2.904668341708515,-0.0898186663316584,"0.012,0"
2022-09-23 15:00:00,128017.SZ@002597.SZ,-1.2472584532663558,0.0,226.5,38.87,0.0,0.0,0.0898500984924623,0.2227504924623115,False,0.0164394402739759,0.0,-1.2472584532663558,"0.012,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,110061.SH@600674.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.006,0"
2022-09-23 09:51:00,110061.SH@600674.SH,0.678563315914462,1-1,144.844,12.78,1.0,-11.40269200316706,0.058114080760095,0.145726403800475,False,-0.0061271233784789,-0.8824038004750321,-0.2038404845605701,"0.006,0"
2022-09-23 15:00:00,110061.SH@600674.SH,0.4639157904987986,00,143.973,12.64,0.0,0.0,0.0576206053840063,0.0,False,-0.001090343573156,0.0,0.4639157904987986,"0.006,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113534.SH@603876.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.019,0.002"
2022-09-23 09:59:00,113534.SH@603876.SH,6.98708366185935,1-1,374.83,54.32,1.0,-7.038859917281064,0.1514361741413414,0.3823508707067074,False,-0.0192137840557019,-7.520870706707399,-0.5337870448480491,"0.019,0.002"
2022-09-23 13:51:00,113534.SH@603876.SH,6.072423858298899,00,382.434,54.44,0.0,0.0,0.1531259067793562,0.0,False,-0.0019455124831223,0.0,6.072423858298899,"0.019,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,123031.SZ@300655.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.019,0"
2022-09-23 10:26:00,123031.SZ@300655.SZ,6.74906058289556,-11.0,329.397,15.66,-1.0,20.59499083689676,0.1303829113011606,0.0,False,0.0204053019344981,-6.879443494196721,-0.1303829113011607,"0.019,0"
2022-09-23 15:00:00,123031.SZ@300655.SZ,-9.71292784434943,0.0,331.121,15.3,0.0,0.0,0.1292448719609041,0.3151033598045204,False,0.0475103523624593,0.0,-9.71292784434943,"0.019,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113016.SH@601127.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.017,0.003"
2022-09-23 09:36:00,113016.SH@601127.SH,7.027911643763304,-11.0,391.279,64.72,-1.0,5.9347344461305,0.1550750026707132,0.0,False,0.0183661595821876,-7.182986646434017,-0.1550750026707135,"0.017,0.003"
2022-09-23 15:00:00,113016.SH@601127.SH,1.6163676170561034,0.0,380.257,63.25,0.0,0.0,0.1511257907435508,0.3753719537177541,False,0.0124905619350749,0.0,1.6163676170561034,"0.017,0.003"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,123046.SZ@300587.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.015,0"
2022-09-23 10:53:00,123046.SZ@300587.SZ,6.033217101681376,-11.0,362.8,12.17,-1.0,29.303442754203363,0.143884579663731,0.0,False,0.0168773269982106,-6.177101681345107,-0.1438845796637311,"0.015,0"
2022-09-23 15:00:00,123046.SZ@300587.SZ,-4.4293974301040535,0.0,365.999,12.15,0.0,0.0,0.1444071658927142,0.3560368294635709,False,0.0272190451815004,0.0,-4.4293974301040535,"0.015,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,123027.SZ@300487.SZ,0,,,,0,0,0,0,,,0,0,"0.022,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113025.SH@601677.SH,0,,,,0,0,0,0,,,0,0,"0.018,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128029.SZ@002078.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.013,0.002"
2022-09-23 11:26:00,128029.SZ@002078.SZ,1.8852234036458144,-11.0,148.289,11.33,-1.0,12.916579861111112,0.0589267699652777,0.0,False,0.0130656131668296,-1.944150173611092,-0.0589267699652777,"0.013,0.002"
2022-09-23 13:03:00,128029.SZ@002078.SZ,1.7771048078125062,0.0,147.151,11.4,0.0,0.0,0.0588800020833333,0.1472490104166667,False,-0.0006586765816078,0.0,1.7771048078125062,"0.013,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113537.SH@603348.SH,0,,,,0,0,0,0,,,0,0,"0.027,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128081.SZ@002203.SZ,0,,,,0,0,0,0,,,0,0,"0.012,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113642.SH@603185.SH,0,,,,0,0,0,0,,,0,0,"0.023,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128017.SZ@002597.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.012,0"
2022-09-23 14:51:00,128017.SZ@002597.SZ,2.8148496753768564,-11.0,225.999,38.93,-1.0,5.730653266331659,0.0898186663316583,0.0,False,0.0127353049005108,-2.904668341708515,-0.0898186663316584,"0.012,0"
2022-09-23 15:00:00,128017.SZ@002597.SZ,-1.2472584532663558,0.0,226.5,38.87,0.0,0.0,0.0898500984924623,0.2227504924623115,False,0.0164394402739759,0.0,-1.2472584532663558,"0.012,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,110061.SH@600674.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.006,0"
2022-09-23 09:51:00,110061.SH@600674.SH,0.678563315914462,1-1,144.844,12.78,1.0,-11.40269200316706,0.058114080760095,0.145726403800475,False,-0.0061271233784789,-0.8824038004750321,-0.2038404845605701,"0.006,0"
2022-09-23 15:00:00,110061.SH@600674.SH,0.4639157904987986,00,143.973,12.64,0.0,0.0,0.0576206053840063,0.0,False,-0.001090343573156,0.0,0.4639157904987986,"0.006,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113534.SH@603876.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.019,0.002"
2022-09-23 09:59:00,113534.SH@603876.SH,6.98708366185935,1-1,374.83,54.32,1.0,-7.038859917281064,0.1514361741413414,0.3823508707067074,False,-0.0192137840557019,-7.520870706707399,-0.5337870448480491,"0.019,0.002"
2022-09-23 13:51:00,113534.SH@603876.SH,6.072423858298899,00,382.434,54.44,0.0,0.0,0.1531259067793562,0.0,False,-0.0019455124831223,0.0,6.072423858298899,"0.019,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,123031.SZ@300655.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.019,0"
2022-09-23 10:26:00,123031.SZ@300655.SZ,6.74906058289556,-11.0,329.397,15.66,-1.0,20.59499083689676,0.1303829113011606,0.0,False,0.0204053019344981,-6.879443494196721,-0.1303829113011607,"0.019,0"
2022-09-23 15:00:00,123031.SZ@300655.SZ,-9.71292784434943,0.0,331.121,15.3,0.0,0.0,0.1292448719609041,0.3151033598045204,False,0.0475103523624593,0.0,-9.71292784434943,"0.019,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113016.SH@601127.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.017,0.003"
2022-09-23 09:36:00,113016.SH@601127.SH,7.027911643763304,-11.0,391.279,64.72,-1.0,5.9347344461305,0.1550750026707132,0.0,False,0.0183661595821876,-7.182986646434017,-0.1550750026707135,"0.017,0.003"
2022-09-23 15:00:00,113016.SH@601127.SH,1.6163676170561034,0.0,380.257,63.25,0.0,0.0,0.1511257907435508,0.3753719537177541,False,0.0124905619350749,0.0,1.6163676170561034,"0.017,0.003"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,123046.SZ@300587.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.015,0"
2022-09-23 10:53:00,123046.SZ@300587.SZ,6.033217101681376,-11.0,362.8,12.17,-1.0,29.303442754203363,0.143884579663731,0.0,False,0.0168773269982106,-6.177101681345107,-0.1438845796637311,"0.015,0"
2022-09-23 15:00:00,123046.SZ@300587.SZ,-4.4293974301040535,0.0,365.999,12.15,0.0,0.0,0.1444071658927142,0.3560368294635709,False,0.0272190451815004,0.0,-4.4293974301040535,"0.015,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,123027.SZ@300487.SZ,0,,,,0,0,0,0,,,0,0,"0.022,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113025.SH@601677.SH,0,,,,0,0,0,0,,,0,0,"0.018,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128029.SZ@002078.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.013,0.002"
2022-09-23 11:26:00,128029.SZ@002078.SZ,1.8852234036458144,-11.0,148.289,11.33,-1.0,12.916579861111112,0.0589267699652777,0.0,False,0.0130656131668296,-1.944150173611092,-0.0589267699652777,"0.013,0.002"
2022-09-23 13:03:00,128029.SZ@002078.SZ,1.7771048078125062,0.0,147.151,11.4,0.0,0.0,0.0588800020833333,0.1472490104166667,False,-0.0006586765816078,0.0,1.7771048078125062,"0.013,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113537.SH@603348.SH,0,,,,0,0,0,0,,,0,0,"0.027,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128081.SZ@002203.SZ,0,,,,0,0,0,0,,,0,0,"0.012,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113642.SH@603185.SH,0,,,,0,0,0,0,,,0,0,"0.023,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128017.SZ@002597.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.012,0"
2022-09-23 14:51:00,128017.SZ@002597.SZ,2.8148496753768564,-11.0,225.999,38.93,-1.0,5.730653266331659,0.0898186663316583,0.0,False,0.0127353049005108,-2.904668341708515,-0.0898186663316584,"0.012,0"
2022-09-23 15:00:00,128017.SZ@002597.SZ,-1.2472584532663558,0.0,226.5,38.87,0.0,0.0,0.0898500984924623,0.2227504924623115,False,0.0164394402739759,0.0,-1.2472584532663558,"0.012,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,110061.SH@600674.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.006,0"
2022-09-23 09:51:00,110061.SH@600674.SH,0.678563315914462,1-1,144.844,12.78,1.0,-11.40269200316706,0.058114080760095,0.145726403800475,False,-0.0061271233784789,-0.8824038004750321,-0.2038404845605701,"0.006,0"
2022-09-23 15:00:00,110061.SH@600674.SH,0.4639157904987986,00,143.973,12.64,0.0,0.0,0.0576206053840063,0.0,False,-0.001090343573156,0.0,0.4639157904987986,"0.006,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113534.SH@603876.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.019,0.002"
2022-09-23 09:59:00,113534.SH@603876.SH,6.98708366185935,1-1,374.83,54.32,1.0,-7.038859917281064,0.1514361741413414,0.3823508707067074,False,-0.0192137840557019,-7.520870706707399,-0.5337870448480491,"0.019,0.002"
2022-09-23 13:51:00,113534.SH@603876.SH,6.072423858298899,00,382.434,54.44,0.0,0.0,0.1531259067793562,0.0,False,-0.0019455124831223,0.0,6.072423858298899,"0.019,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,123031.SZ@300655.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.019,0"
2022-09-23 10:26:00,123031.SZ@300655.SZ,6.74906058289556,-11.0,329.397,15.66,-1.0,20.59499083689676,0.1303829113011606,0.0,False,0.0204053019344981,-6.879443494196721,-0.1303829113011607,"0.019,0"
2022-09-23 15:00:00,123031.SZ@300655.SZ,-9.71292784434943,0.0,331.121,15.3,0.0,0.0,0.1292448719609041,0.3151033598045204,False,0.0475103523624593,0.0,-9.71292784434943,"0.019,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113016.SH@601127.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.017,0.003"
2022-09-23 09:36:00,113016.SH@601127.SH,7.027911643763304,-11.0,391.279,64.72,-1.0,5.9347344461305,0.1550750026707132,0.0,False,0.0183661595821876,-7.182986646434017,-0.1550750026707135,"0.017,0.003"
2022-09-23 15:00:00,113016.SH@601127.SH,1.6163676170561034,0.0,380.257,63.25,0.0,0.0,0.1511257907435508,0.3753719537177541,False,0.0124905619350749,0.0,1.6163676170561034,"0.017,0.003"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,123046.SZ@300587.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.015,0"
2022-09-23 10:53:00,123046.SZ@300587.SZ,6.033217101681376,-11.0,362.8,12.17,-1.0,29.303442754203363,0.143884579663731,0.0,False,0.0168773269982106,-6.177101681345107,-0.1438845796637311,"0.015,0"
2022-09-23 15:00:00,123046.SZ@300587.SZ,-4.4293974301040535,0.0,365.999,12.15,0.0,0.0,0.1444071658927142,0.3560368294635709,False,0.0272190451815004,0.0,-4.4293974301040535,"0.015,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,123027.SZ@300487.SZ,0,,,,0,0,0,0,,,0,0,"0.022,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113025.SH@601677.SH,0,,,,0,0,0,0,,,0,0,"0.018,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128029.SZ@002078.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.013,0.002"
2022-09-23 11:26:00,128029.SZ@002078.SZ,1.8852234036458144,-11.0,148.289,11.33,-1.0,12.916579861111112,0.0589267699652777,0.0,False,0.0130656131668296,-1.944150173611092,-0.0589267699652777,"0.013,0.002"
2022-09-23 13:03:00,128029.SZ@002078.SZ,1.7771048078125062,0.0,147.151,11.4,0.0,0.0,0.0588800020833333,0.1472490104166667,False,-0.0006586765816078,0.0,1.7771048078125062,"0.013,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113537.SH@603348.SH,0,,,,0,0,0,0,,,0,0,"0.027,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128081.SZ@002203.SZ,0,,,,0,0,0,0,,,0,0,"0.012,0.002"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113642.SH@603185.SH,0,,,,0,0,0,0,,,0,0,"0.023,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,128017.SZ@002597.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.012,0"
2022-09-23 14:51:00,128017.SZ@002597.SZ,2.8148496753768564,-11.0,225.999,38.93,-1.0,5.730653266331659,0.0898186663316583,0.0,False,0.0127353049005108,-2.904668341708515,-0.0898186663316584,"0.012,0"
2022-09-23 15:00:00,128017.SZ@002597.SZ,-1.2472584532663558,0.0,226.5,38.87,0.0,0.0,0.0898500984924623,0.2227504924623115,False,0.0164394402739759,0.0,-1.2472584532663558,"0.012,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,110061.SH@600674.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.006,0"
2022-09-23 09:51:00,110061.SH@600674.SH,0.678563315914462,1-1,144.844,12.78,1.0,-11.40269200316706,0.058114080760095,0.145726403800475,False,-0.0061271233784789,-0.8824038004750321,-0.2038404845605701,"0.006,0"
2022-09-23 15:00:00,110061.SH@600674.SH,0.4639157904987986,00,143.973,12.64,0.0,0.0,0.0576206053840063,0.0,False,-0.001090343573156,0.0,0.4639157904987986,"0.006,0"
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close
0,113534.SH@603876.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.019,0.002"
2022-09-23 09:59:00,113534.SH@603876.SH,6.98708366185935,1-1,374.83,54.32,1.0,-7.038859917281064,0.1514361741413414,0.3823508707067074,False,-0.0192137840557019,-7.520870706707399,-0.5337870448480491,"0.019,0.002"
2022-09-23 13:51:00,113534.SH@603876.SH,6.072423858298899,00,382.434,54.44,0.0,0.0,0.1531259067793562,0.0,False,-0.0019455124831223,0.0,6.072423858298899,"0.019,0.002"
