,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128081.SZ@002203.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.012,0.002",True
2022-11-11 09:42:00,128081.SZ@002203.SZ,1.4245790631492192,1-1,131.874,12.65,1.0,-10.552184666117064,0.0530718272052761,0.1334851360263808,False,-0.012587196881052,-1.6111360263808765,-0.186556963231657,"0.012,0.002",True
2022-11-11 10:30:00,128081.SZ@002203.SZ,-1.5371114765045208,00,134.271,13.0,0.0,0.0,0.0542898801319043,0.0,False,-0.022714422565367,0.0,-1.5371114765045208,"0.012,0.002",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113626.SH@603596.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.02,0",True
2022-11-11 10:33:00,113626.SH@603596.SH,5.082589292395567,-11.0,265.957,92.62,-1.0,2.815472527472528,0.1053452130989011,0.0,False,0.0202489169170925,-5.187934505494468,-0.1053452130989009,"0.02,0",True
2022-11-11 15:00:00,113626.SH@603596.SH,-2.1550179194725763,0.0,263.929,91.3,0.0,0.0,0.1041963283516483,0.2570526417582418,False,0.0268389677205949,0.0,-2.1550179194725763,"0.02,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113642.SH@603185.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.023,0",True
2022-11-11 09:30:00,113642.SH@603185.SH,4.380650197906391,1-1,128.339,136.52,1.0,-0.9735189258894028,0.0522487607524842,0.1329048037624212,False,-0.0355761207615867,-4.565803762421297,-0.1851535645149056,"0.023,0",True
2022-11-11 15:00:00,113642.SH@603185.SH,2.732424245240079,00,128.339,133.47,0.0,0.0,0.0516549142076917,0.0,False,-0.012440263976333,0.0,2.732424245240079,"0.023,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128017.SZ@002597.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.012,0",True
2022-11-11 11:27:00,128017.SZ@002597.SZ,2.303576611595036,-11.0,186.6,33.78,-1.0,5.453589666566537,0.0741644517873235,0.0,False,0.0130968937669093,-2.3777410633823592,-0.0741644517873236,"0.012,0",True
2022-11-11 14:25:00,128017.SZ@002597.SZ,-2.8645132332832763,0.0,191.092,34.14,0.0,0.0,0.0754555102433163,0.1861855512165816,False,0.027025330671542,0.0,-2.8645132332832763,"0.012,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,110061.SH@600674.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.006,0",True
2022-11-11 09:43:00,110061.SH@600674.SH,0.6654708045976994,1-1,131.16,11.44,1.0,-11.539345711759504,0.0526340229885057,0.1320101149425287,False,-0.0065137916062272,-0.8501149425287338,-0.1846441379310344,"0.006,0",True
2022-11-11 15:00:00,110061.SH@600674.SH,-0.1258608251104841,00,131.156,11.43,0.0,0.0,0.0526101442970822,0.0,False,-0.0056602673006751,0.0,-0.1258608251104841,"0.006,0",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,128111.SZ@002738.SZ,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.011,0.001",True
2022-11-11 13:08:00,128111.SZ@002738.SZ,9.093693646347583,-11.0,851.666,86.9,-1.0,9.69198534463018,0.3387799052896726,0.0,False,0.0111429366066277,-9.432473551637258,-0.3387799052896731,"0.011,0.001",True
2022-11-11 13:53:00,128111.SZ@002738.SZ,7.462263921410602,0.0,853.332,88.0,0.0,0.0,0.3412453420654912,0.8528947103274559,False,0.0005165867758034,0.0,7.462263921410602,"0.011,0.001",True
0,pair,cash,signal,bond price,stock price,bond hold,stock hold,commission,tax,reverse open,diff,asset value,net value,open/close,operate
0,113534.SH@603876.SH,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,"0.019,0.002",True
